GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC03_EST_VC26,HC03_MOE_VC26,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC03_EST_VC32,HC03_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC03_EST_VC33,HC03_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC03_EST_VC36,HC03_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC03_EST_VC37,HC03_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC03_EST_VC38,HC03_MOE_VC38,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC03_EST_VC39,HC03_MOE_VC39,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC03_EST_VC41,HC03_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC03_EST_VC42,HC03_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43,HC03_EST_VC43,HC03_MOE_VC43,HC01_EST_VC44,HC01_MOE_VC44,HC02_EST_VC44,HC02_MOE_VC44,HC03_EST_VC44,HC03_MOE_VC44,HC01_EST_VC45,HC01_MOE_VC45,HC02_EST_VC45,HC02_MOE_VC45,HC03_EST_VC45,HC03_MOE_VC45,HC01_EST_VC46,HC01_MOE_VC46,HC02_EST_VC46,HC02_MOE_VC46,HC03_EST_VC46,HC03_MOE_VC46,HC01_EST_VC47,HC01_MOE_VC47,HC02_EST_VC47,HC02_MOE_VC47,HC03_EST_VC47,HC03_MOE_VC47,HC01_EST_VC48,HC01_MOE_VC48,HC02_EST_VC48,HC02_MOE_VC48,HC03_EST_VC48,HC03_MOE_VC48,HC01_EST_VC49,HC01_MOE_VC49,HC02_EST_VC49,HC02_MOE_VC49,HC03_EST_VC49,HC03_MOE_VC49,HC01_EST_VC50,HC01_MOE_VC50,HC02_EST_VC50,HC02_MOE_VC50,HC03_EST_VC50,HC03_MOE_VC50,HC01_EST_VC51,HC01_MOE_VC51,HC02_EST_VC51,HC02_MOE_VC51,HC03_EST_VC51,HC03_MOE_VC51,HC01_EST_VC52,HC01_MOE_VC52,HC02_EST_VC52,HC02_MOE_VC52,HC03_EST_VC52,HC03_MOE_VC52,HC01_EST_VC54,HC01_MOE_VC54,HC02_EST_VC54,HC02_MOE_VC54,HC03_EST_VC54,HC03_MOE_VC54
0400000US13,13,Georgia,9082715,5257,1333524,28435,14.7,0.3,2400985,5595,484525,15133,20.2,0.6,2384760,5923,469791,15204,19.7,0.6,5810284,4471,739190,18251,12.7,0.3,871446,3204,109809,4974,12.6,0.6,4432812,7050,573236,15636,12.9,0.4,4649903,7110,760288,17107,16.4,0.4,,,,,,,5661852,14263,559805,21819,9.9,0.4,2688599,9736,636647,18173,23.7,0.7,,,,,,,247768,4412,23558,4214,9.5,1.7,,,,,,,348239,13770,82991,10905,23.8,3.0,113676,9004,24034,4075,21.1,2.9,680537,3179,155136,12324,22.8,1.8,5352885,6008,494111,19600,9.2,0.4,5844098,8541,653554,16464,11.2,0.3,1011545,15993,262818,9763,26.0,0.9,1768442,19637,222057,8413,12.6,0.4,1486223,18368,115781,6859,7.8,0.4,1577888,18743,52898,3990,3.4,0.3,4662894,21103,388131,12884,8.3,0.3,4340348,20934,285746,10780,6.6,0.2,2330482,13777,122926,6894,5.3,0.3,2009866,14632,162820,7225,8.1,0.3,322546,10745,102385,5969,31.7,1.5,158826,8149,46883,4433,29.5,2.1,163720,6328,55502,3919,33.9,2.0,6952935,5754,901143,21252,13.0,0.3,3034786,21196,85588,5767,2.8,0.2,1896784,22836,316855,10686,16.7,0.5,2021365,18990,498700,16901,24.7,0.7,596665,23143,(X),,(X),,1753414,29972,(X),,(X),,2200922,31139,(X),,(X),,2770556,34474,(X),,(X),,3047907,35723,(X),,(X),,1572043,22467,411453,12406,26.2,0.7,784524,17063,174877,8279,22.3,1.0,787519,12728,236576,7423,30.0,0.8,5744,99,(X),,(X),,707444,15813,25507,3353,3.6,0.5,419320,13443,154088,7638,36.7,1.3,445279,9278,231858,8181,52.1,1.3,26.0,,(X),,(X),
0400000US15,15,Hawaii,1252117,2035,116147,9384,9.3,0.7,291702,2098,33155,4633,11.4,1.6,289443,2141,30949,4600,10.7,1.6,785443,1049,66999,5194,8.5,0.7,174972,852,15993,2211,9.1,1.3,620325,2165,49002,4561,7.9,0.7,631792,2590,67145,5803,10.6,0.9,,,,,,,322803,2711,31222,3931,9.7,1.2,,,,,,,,,,,,,507279,10283,34338,4377,6.8,0.9,109514,4126,19833,4055,18.1,3.6,,,,,,,270016,11716,27161,4501,10.1,1.6,95091,957,10652,2606,11.2,2.7,302176,1433,29546,3879,9.8,1.3,852327,1527,68897,5444,8.1,0.6,91353,4892,15600,2611,17.1,2.7,250613,7414,24973,3103,10.0,1.1,254851,6868,17152,2310,6.7,0.9,255510,6688,11172,1924,4.4,0.7,634836,6630,32418,3830,5.1,0.6,607629,7051,25126,3248,4.1,0.5,315840,4675,10152,1877,3.2,0.6,291789,4706,14974,2406,5.1,0.8,27207,2828,7292,1665,26.8,4.9,16439,2207,4442,1307,27.0,6.3,10768,1727,2850,959,26.5,7.4,995716,1954,87322,6539,8.8,0.7,433679,8186,6229,1669,1.4,0.4,260685,8267,27899,3083,10.7,1.1,301352,6461,53194,5049,17.7,1.5,55353,6522,(X),,(X),,156321,10996,(X),,(X),,194820,12118,(X),,(X),,261619,12739,(X),,(X),,300198,14683,(X),,(X),,213812,7885,45717,4496,21.4,1.8,106286,5489,18619,2793,17.5,2.3,107526,4951,27098,2929,25.2,2.3,5688,338,(X),,(X),,93657,5407,2088,904,2.2,0.9,55629,3774,14895,2278,26.8,3.3,64526,4181,28734,3519,44.5,3.7,26.3,,(X),,(X),
0400000US16,16,Idaho,1431508,2111,180177,8124,12.6,0.6,387238,2460,58441,4984,15.1,1.3,384502,2902,55865,4855,14.5,1.3,883955,1559,107835,4932,12.2,0.6,160315,1292,13901,1891,8.7,1.2,718339,2579,80901,4332,11.3,0.6,713169,2300,99276,5165,13.9,0.7,,,,,,,1326402,5122,160439,8265,12.1,0.6,,,,,,,15451,1996,4516,1230,29.2,6.8,,,,,,,,,,,,,37130,4652,6435,1833,17.3,4.2,29313,2450,5117,1435,17.5,4.6,135093,878,31607,4572,23.4,3.4,1237464,1883,137402,7297,11.1,0.6,901797,2308,88224,4754,9.8,0.5,110571,5222,25676,2737,23.2,2.3,271343,6805,28214,2843,10.4,1.0,306933,7281,25422,2802,8.3,0.9,212950,5882,8912,1549,4.2,0.7,725656,5577,64664,3927,8.9,0.5,688172,6056,54817,3702,8.0,0.5,381340,4444,26443,2358,6.9,0.6,306832,4636,28374,2687,9.2,0.9,37484,2915,9847,1783,26.3,4.2,20121,1881,5660,1357,28.1,5.7,17363,2079,4187,933,24.1,4.7,1087748,2111,126907,5385,11.7,0.5,426807,7174,14504,1584,3.4,0.4,370996,7796,60109,3991,16.2,1.0,289945,5649,52294,3571,18.0,1.1,66530,5352,(X),,(X),,252534,10514,(X),,(X),,341201,13058,(X),,(X),,448561,12543,(X),,(X),,495129,12587,(X),,(X),,239850,8582,63227,4343,26.4,1.4,124275,6125,28778,3059,23.2,2.2,115575,4838,34449,2902,29.8,2.1,5242,217,(X),,(X),,93560,5440,4042,984,4.3,1.0,78650,5373,31384,3356,39.9,2.6,67640,3501,27801,2602,41.1,2.9,17.0,,(X),,(X),
0400000US17,17,Illinois,12516453,4308,1539033,33611,12.3,0.3,3173411,4524,543373,18764,17.1,0.6,3160175,5388,531628,18699,16.8,0.6,7891815,3235,865359,17951,11.0,0.2,1451227,2539,130301,5209,9.0,0.4,6138958,4895,667635,17810,10.9,0.3,6377495,4418,871398,19517,13.7,0.3,,,,,,,8865642,23911,738825,23441,8.3,0.3,1823512,7673,509836,22211,28.0,1.2,22188,2744,4801,1669,21.6,6.7,528942,4480,47199,6164,8.9,1.2,,,,,,,1079098,22496,205253,18007,19.0,1.6,194122,10299,31765,4481,16.4,2.1,1858224,3340,327871,21347,17.6,1.1,8159767,4608,631014,17527,7.7,0.2,8170358,5041,762115,16284,9.3,0.2,1183739,18494,260101,8157,22.0,0.7,2350539,23857,254674,10039,10.8,0.4,2244488,20725,163770,7686,7.3,0.3,2391592,20529,83570,5198,3.5,0.2,6592699,18813,469066,13213,7.1,0.2,6120244,18765,338125,12093,5.5,0.2,3271610,13295,146475,7521,4.5,0.2,2848634,15330,191650,7615,6.7,0.3,472455,11596,130941,6395,27.7,1.2,248766,9098,58460,3912,23.5,1.4,223689,7889,72481,4827,32.4,1.7,9705685,5829,1045324,19520,10.8,0.2,4055853,21141,88877,5806,2.2,0.1,2845727,21641,387910,10350,13.6,0.4,2804105,17121,568537,13305,20.3,0.5,685970,21348,(X),,(X),,2032518,41611,(X),,(X),,2527133,39799,(X),,(X),,3207481,40062,(X),,(X),,3543684,41710,(X),,(X),,2173269,23501,496130,10616,22.8,0.4,1056378,15877,215210,7455,20.4,0.7,1116891,15448,280920,7453,25.2,0.6,5683,84,(X),,(X),,916763,15914,19693,2492,2.1,0.3,585461,14083,201343,8161,34.4,1.1,671045,9995,275094,8492,41.0,0.9,24.6,,(X),,(X),
0400000US18,18,Indiana,6125557,3393,777712,24218,12.7,0.4,1548559,4101,276950,14568,17.9,0.9,1538289,4443,267326,14545,17.4,0.9,3841667,2948,443370,13027,11.5,0.3,735331,1925,57392,2933,7.8,0.4,3010011,5393,333183,12783,11.1,0.4,3115546,4328,444529,13908,14.3,0.4,,,,,,,5275742,9787,565840,20977,10.7,0.4,527534,5320,148918,10708,28.2,2.0,,,,,,,77699,2760,10462,2179,13.5,2.8,,,,,,,148781,8773,34722,5086,23.3,2.8,84048,5379,15243,2333,18.1,2.6,292597,2361,69629,6786,23.8,2.3,5142055,4387,532440,19993,10.4,0.4,4030150,4746,371337,10474,9.2,0.3,577704,11519,121352,6142,21.0,1.0,1490783,14822,141642,5817,9.5,0.4,1076528,13946,81361,4782,7.6,0.4,885135,13435,26982,3009,3.0,0.3,3227014,13869,241084,8598,7.5,0.3,3006366,14672,179775,7295,6.0,0.2,1607970,10224,75623,5450,4.7,0.3,1398396,11625,104152,5478,7.4,0.4,220648,8044,61309,4510,27.8,1.7,118238,5848,27164,2683,23.0,1.8,102410,5539,34145,3225,33.3,2.8,4759324,4045,527608,14462,11.1,0.3,1983515,14662,38693,3358,2.0,0.2,1434446,15009,228564,8422,15.9,0.5,1341363,13172,260351,9569,19.4,0.6,354711,17352,(X),,(X),,1018524,27908,(X),,(X),,1282221,26420,(X),,(X),,1675498,28705,(X),,(X),,1874796,30707,(X),,(X),,1091475,16028,271441,9020,24.9,0.7,529716,11646,114375,5780,21.6,1.0,561759,10499,157066,6583,28.0,1.0,5652,105,(X),,(X),,431285,10420,10729,1651,2.5,0.4,313637,9547,122970,6098,39.2,1.4,346553,7295,137742,5425,39.7,1.2,20.2,,(X),,(X),
0400000US19,19,Iowa,2878398,1906,316122,11956,11.0,0.4,698013,2381,95696,6059,13.7,0.9,693327,2531,91310,6023,13.2,0.9,1773567,2347,187801,7026,10.6,0.4,406818,1542,32625,2471,8.0,0.6,1419296,3232,138826,6159,9.8,0.4,1459102,2852,177296,7279,12.2,0.5,,,,,,,2681933,4405,267302,11104,10.0,0.4,61368,2990,19116,3128,31.1,4.9,,,,,,,43643,2338,6815,1905,15.6,4.4,,,,,,,44470,4308,10981,2288,24.7,4.6,38409,3505,9533,2162,24.8,4.9,108586,1676,26617,3852,24.5,3.6,2625820,2501,253554,10825,9.7,0.4,1910252,3133,152857,6424,8.0,0.3,204300,6269,41823,3184,20.5,1.4,676774,7765,56697,3582,8.4,0.5,563598,10060,38943,3113,6.9,0.5,465580,9421,15394,1591,3.3,0.3,1600163,8078,120667,6237,7.5,0.4,1522120,9468,96573,5116,6.3,0.3,803430,5606,44216,3446,5.5,0.4,718690,7177,52357,3420,7.3,0.5,78043,4803,24094,2711,30.9,2.8,40556,3336,10980,2055,27.1,4.2,37487,3123,13114,1781,35.0,3.7,2262932,2607,231459,8592,10.2,0.4,999901,7964,18485,1935,1.8,0.2,711692,9098,117435,6710,16.5,0.9,551339,7878,95539,5028,17.3,0.8,138400,8336,(X),,(X),,433478,13869,(X),,(X),,561563,15722,(X),,(X),,742201,16980,(X),,(X),,828889,16526,(X),,(X),,552527,7857,135898,6360,24.6,1.0,266199,5563,60821,4381,22.8,1.4,286328,5341,75077,4075,26.2,1.2,5327,141,(X),,(X),,216062,6700,7167,1226,3.3,0.5,170497,5820,72511,5149,42.5,2.2,165968,5040,56220,3620,33.9,1.8,19.9,,(X),,(X),
0400000US20,20,Kansas,2679951,1806,330976,12307,12.4,0.5,684760,2619,106645,7514,15.6,1.1,680346,2919,102762,7331,15.1,1.1,1663621,2257,194658,6696,11.7,0.4,331570,1879,29673,2562,8.9,0.8,1325371,3266,142778,6978,10.8,0.5,1354580,3065,188198,7372,13.9,0.5,,,,,,,2294090,7175,248615,10502,10.8,0.4,144440,2965,38496,4996,26.7,3.4,22112,2207,4890,1235,22.1,5.4,59283,1905,5294,1350,8.9,2.2,,,,,,,92138,6474,21024,3605,22.8,3.7,66743,4456,12657,2476,19.0,3.3,230743,1511,54726,6675,23.7,2.9,2174029,2486,218973,9068,10.1,0.4,1728402,3711,153015,6228,8.9,0.4,191781,6251,45198,3719,23.6,1.7,518177,9347,56164,3847,10.8,0.7,516193,9191,37442,3243,7.3,0.6,502251,8598,14211,1904,2.8,0.4,1458689,8673,121872,5674,8.4,0.4,1382888,9492,98953,5153,7.2,0.4,739816,5919,44761,3523,6.1,0.5,643072,6812,54192,3372,8.4,0.5,75801,4572,22919,2603,30.2,2.8,39332,3236,9695,1775,24.6,4.1,36469,2911,13224,1880,36.3,4.0,2074894,2803,232407,7542,11.2,0.4,928469,10128,24067,3000,2.6,0.3,635426,9454,112362,5035,17.7,0.8,510999,7972,95978,5222,18.8,0.9,133601,8253,(X),,(X),,446165,13168,(X),,(X),,564169,14522,(X),,(X),,738469,15699,(X),,(X),,814258,17061,(X),,(X),,494109,10621,128452,5742,26.0,1.1,244341,7736,56920,4003,23.3,1.5,249768,5946,71532,3819,28.6,1.3,5193,151,(X),,(X),,207922,8107,8288,1627,4.0,0.8,144147,6021,67458,4633,46.8,2.3,142040,4565,52706,3546,37.1,1.9,18.4,,(X),,(X),
0400000US21,21,Kentucky,4087474,2992,693479,19675,17.0,0.5,978522,3493,223296,10081,22.8,1.0,971955,4129,217032,10151,22.3,1.0,2599129,2933,401318,13131,15.4,0.5,509823,2297,68865,3680,13.5,0.7,1992498,4396,297113,9628,14.9,0.5,2094976,4529,396366,12759,18.9,0.6,,,,,,,3667563,4972,570734,17698,15.6,0.5,292744,4524,90139,6547,30.8,2.3,,,,,,,37864,2248,5064,1366,13.4,3.7,,,,,,,30904,4063,10365,2573,33.5,6.8,47064,5024,13785,2698,29.3,4.4,80038,2849,25319,3350,31.6,4.0,3621832,3278,555696,17543,15.3,0.5,2756162,3840,379389,10650,13.8,0.4,550049,11240,169079,7151,30.7,1.2,957497,12343,129963,6468,13.6,0.6,690618,11197,61352,3967,8.9,0.5,557998,11461,18995,2354,3.4,0.4,1999579,13228,182440,8345,9.1,0.4,1862979,13903,133143,6253,7.1,0.3,993480,9516,59662,3665,6.0,0.4,869499,9698,73481,4723,8.5,0.5,136600,6150,49297,4084,36.1,2.3,71565,4194,21993,2176,30.7,2.4,65035,4198,27304,3044,42.0,3.6,3223255,3857,494319,13224,15.3,0.4,1246554,13648,31909,3046,2.6,0.2,883584,12858,165409,8258,18.7,0.8,1093117,11321,297001,9644,27.2,0.8,281019,14554,(X),,(X),,898826,19914,(X),,(X),,1099169,21780,(X),,(X),,1364310,25488,(X),,(X),,1504698,24065,(X),,(X),,723236,14449,220596,6717,30.5,0.8,338911,9439,89000,4214,26.3,1.1,384325,8924,131596,5172,34.2,1.2,5141,131,(X),,(X),,261919,9026,9060,1550,3.5,0.6,181797,7311,71702,4876,39.4,2.0,279520,7391,139834,5375,50.0,1.4,21.0,,(X),,(X),
0400000US22,22,Louisiana,4165324,2394,793223,23967,19.0,0.6,1073953,3537,298228,14099,27.8,1.3,1069152,3867,294048,14201,27.5,1.3,2594236,2940,425902,12829,16.4,0.5,497135,2495,69093,4069,13.9,0.8,2006624,5045,330771,12009,16.5,0.6,2158700,5067,462452,14884,21.4,0.7,,,,,,,2697163,5464,309146,13810,11.5,0.5,1301907,5175,448056,18401,34.4,1.4,23260,2169,5349,1391,23.0,5.7,56256,2019,10242,2626,18.2,4.6,,,,,,,45686,5174,10699,2829,23.4,5.2,40337,4180,9657,1916,23.9,4.2,118924,1980,21782,2668,18.3,2.1,2628552,3324,299517,13532,11.4,0.5,2663850,5805,380376,12062,14.3,0.5,529174,12804,156197,7911,29.5,1.2,939366,13176,134637,7858,14.3,0.8,644473,9933,67699,4620,10.5,0.7,550837,10653,21843,2234,4.0,0.4,2001846,14180,219113,8680,10.9,0.4,1847222,13959,165725,7830,9.0,0.4,974587,8800,63011,4902,6.5,0.5,872635,10435,102714,5238,11.8,0.6,154624,6733,53388,4306,34.5,2.4,78626,4765,22199,2327,28.2,2.6,75998,4519,31189,3440,41.0,3.5,3216588,4350,521763,15179,16.2,0.5,1160593,12317,47434,4318,4.1,0.4,985495,15564,189405,7100,19.2,0.7,1070500,14007,284924,11421,26.6,0.9,344410,17617,(X),,(X),,1009285,27227,(X),,(X),,1234658,27301,(X),,(X),,1522001,25152,(X),,(X),,1650717,24565,(X),,(X),,682590,14993,221137,8040,32.4,0.9,330085,9039,92138,4954,27.9,1.2,352505,9408,128999,5481,36.6,1.4,5268,124,(X),,(X),,238963,9703,12611,2014,5.3,0.8,204904,7563,84550,5122,41.3,1.9,238723,7187,123976,5245,51.9,1.5,25.3,,(X),,(X),
0400000US23,23,Maine,1285599,1319,165956,9369,12.9,0.7,275494,1781,48492,4345,17.6,1.6,272347,1934,45542,4272,16.7,1.6,825400,1427,98379,5471,11.9,0.7,184705,719,19085,1710,10.3,0.9,625923,1918,67792,4680,10.8,0.7,659676,1865,98164,5992,14.9,0.9,,,,,,,1232916,3672,151635,9072,12.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16814,2244,3683,946,21.9,5.8,,,,,,,1226864,3262,150265,8811,12.2,0.7,910034,1534,94385,5058,10.4,0.6,99381,5128,24092,2742,24.2,2.2,332596,7193,39276,3420,11.8,1.0,240927,6056,20989,2030,8.7,0.8,237130,6195,10028,1355,4.2,0.6,694482,6170,49154,3633,7.1,0.5,658076,6803,39472,3349,6.0,0.5,344066,3951,15992,1793,4.6,0.5,314010,4728,23480,2461,7.5,0.8,36406,2868,9682,1403,26.6,3.5,20312,1598,4831,1100,23.8,4.7,16094,1955,4851,815,30.1,5.3,1047747,2099,122629,6281,11.7,0.6,419837,6804,6802,1412,1.6,0.3,325250,5898,48126,3442,14.8,1.0,302660,5903,67701,4522,22.4,1.3,62142,5715,(X),,(X),,215801,10500,(X),,(X),,286000,11334,(X),,(X),,370801,10925,(X),,(X),,407184,11927,(X),,(X),,273559,7778,71937,4009,26.3,1.3,124739,5493,26477,2491,21.2,1.8,148820,4645,45460,3165,30.5,2.0,4695,187,(X),,(X),,103234,5495,2624,820,2.5,0.8,76753,3854,28536,2758,37.2,2.9,93572,4343,40777,2915,43.6,2.2,17.7,,(X),,(X),
0400000US24,24,Maryland,5475889,2880,428345,16756,7.8,0.3,1337436,3229,129551,9584,9.7,0.7,1330617,4012,123658,9550,9.3,0.7,3517041,2369,248061,9960,7.1,0.3,621412,1757,50733,2843,8.2,0.5,2635523,3460,180689,7773,6.9,0.3,2840366,3285,247656,11560,8.7,0.4,,,,,,,3369124,11346,183984,10223,5.5,0.3,1567961,6494,202218,12053,12.9,0.8,,,,,,,272640,3513,16116,3080,5.9,1.1,,,,,,,147867,10792,14018,3574,9.5,2.4,102996,6696,9681,2407,9.4,2.3,330076,1639,33071,5398,10.0,1.6,3205592,3044,168967,9522,5.3,0.3,3656360,3865,231591,7456,6.3,0.2,455291,9296,81010,4493,17.8,1.0,978317,14805,79905,4562,8.2,0.5,925779,15986,44100,3951,4.8,0.4,1296973,15325,26576,2861,2.0,0.2,3014070,13056,128412,7328,4.3,0.2,2856174,14457,93786,6280,3.3,0.2,1458248,8955,36223,3749,2.5,0.3,1397926,10490,57563,5312,4.1,0.4,157896,7603,34626,3528,21.9,2.0,78638,4862,14834,2300,18.9,2.6,79258,5018,19792,2822,25.0,3.2,4301298,3714,312921,10766,7.3,0.3,1991631,17173,19669,2574,1.0,0.1,1211986,15797,116766,6620,9.6,0.5,1097681,12288,176486,7543,16.1,0.6,197234,12130,(X),,(X),,573126,18450,(X),,(X),,729104,20142,(X),,(X),,968569,21299,(X),,(X),,1090476,22984,(X),,(X),,986965,19009,176646,7954,17.9,0.7,463661,12410,73252,5215,15.8,1.0,523304,11900,103394,5615,19.8,1.0,5645,133,(X),,(X),,476519,14406,7304,1503,1.5,0.3,241696,8781,67654,5241,28.0,1.8,268750,7196,101688,5112,37.8,1.4,21.1,,(X),,(X),
0400000US25,25,Massachusetts,6235586,2474,620188,19066,9.9,0.3,1427431,2403,177620,9212,12.4,0.6,1419853,2841,170790,9348,12.0,0.7,4001607,1712,367508,12018,9.2,0.3,806548,1766,75060,3758,9.3,0.5,3024997,3850,264422,10402,8.7,0.3,3210589,4151,355766,12427,11.1,0.4,,,,,,,5164838,12909,390719,16510,7.6,0.3,378287,6539,85117,7514,22.5,1.9,,,,,,,300235,3968,44997,5581,15.0,1.8,,,,,,,269659,12041,73103,6971,27.1,2.5,105086,7007,21854,3511,20.8,2.8,495733,1871,135599,8510,27.4,1.7,4945755,6866,338721,14647,6.8,0.3,4269498,3204,348739,10967,8.2,0.3,500082,13765,105939,6038,21.2,1.1,1195017,14854,121224,6274,10.1,0.5,975644,14577,66107,4716,6.8,0.5,1598755,17246,55469,4689,3.5,0.3,3425884,14534,178097,9107,5.2,0.3,3230536,16004,133522,7257,4.1,0.2,1670101,11443,54948,4671,3.3,0.3,1560435,10145,78574,5381,5.0,0.3,195348,6956,44575,3928,22.8,1.9,107360,5438,22835,2888,21.3,2.5,87988,4282,21740,2593,24.7,2.5,4978068,3286,463183,13831,9.3,0.3,2100610,16765,20920,2614,1.0,0.1,1517436,17371,171865,8143,11.3,0.5,1360022,11808,270398,9612,19.9,0.6,281556,13186,(X),,(X),,817510,20380,(X),,(X),,1011582,22751,(X),,(X),,1252571,26340,(X),,(X),,1392731,25724,(X),,(X),,1276690,18745,268129,7663,21.0,0.6,612728,12421,116466,6433,19.0,1.0,663962,11989,151663,6005,22.8,0.9,5367,122,(X),,(X),,549245,15068,8124,1538,1.5,0.3,337810,10374,101513,5540,30.1,1.4,389635,9157,158492,6103,40.7,1.3,26.8,,(X),,(X),
